question,true_answer,question_id,disciplina,split
"TEXTO DE REFERÊNCIA: Veneza enfrenta em 2019 a pior cheia em 50 anos

Em novembro de 2019, o nível da água da cidade de Veneza atingiu 1,87 metro acima do nível do mar, causando uma das maiores enchentes que a cidade já viu e deixando a população em pânico. Desde que os registros começaram, em 1923, o nível da água esteve mais alto apenas uma vez: durante uma inundação devastadora em 1966, quando a água chegou a ficar 1,94 metro acima do nível do mar. Disponível em: <www.dw.com>. Acesso em: 7 nov. 2019 (Adaptação).

Sabendo que 100 m equivalem a aproximadamente 328 pés, qual é a diferença positiva, em pés, entre as alturas das águas das duas maiores cheias ocorridas em Veneza considerando o nível do mar?","0,2296",eee718c8b40e7e7306fd2c51f8d441caa4d5bb3168063a5e8b0df68d3589a6899fd01c5bba925b89954c796e262a89114ac3f34c43349c8ea45c9aae20d348cc,Matemática,train
"TEXTO DE REFERÊNCIA: A técnica de redução na gastronomia envolve a concentração de sabores por meio da redução do líquido presente em molhos, caldos ou bases. Com a diminuição da água, intensifica‑se o gosto do alimento, resultando em preparações mais ricas e encorpadas. É comum, no processo de redução, o cozinheiro começar o preparo com a panela tampada e, ao atingir a temperatura desejada, destampá‑la. Essa técnica não apenas aprimora a experiência sensorial, mas também destaca a maestria do profissional da gastronomia.

Qual transformação está envolvida nessa técnica?",Vaporização,726d408c2622614a26b69d868806ce9c817a38e7286db5d4e75361413654f17634aef510e95886b24c96a08a459c995e9cb56e32077bf6a6ec29db0004fd40c7,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: “Break-ups happen every day, you don’t have to lose it”. O termo “lose it” na frase destacada é utilizado com o sentido de:",Enlouquecer,a8cd86dda81ecbcf865d833749a07812f571a2622f736c78955273df2f8f0bcfa4916629d612f897868d7d552da2637eb54a5990377ca1ec833743a9de6a1e0a,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: Quilates de ouro

Para compreender melhor o que significa quilates de ouro, é importante saber que o termo está relacionado à medida de pureza do metal. Se uma peça tem 100% de ouro, ela tem 24 quilates ou 24k. Já uma peça com 18 quilates, por exemplo, tem 75% de ouro puro. Você deve estar se perguntando o que corresponde aos outros 25%, não é mesmo? Trata-se de outros materiais – que podem ser zinco, cobre, prata, níquel etc. – que servem para conferir dureza à peça, visto que o ouro puro é muito maleável e impróprio para a fabricação de joias.

Um anel 16k, formado por uma liga ouro e prata, pesa um total de 14,4 g. Qual é a massa total de prata, em gramas, utilizada na fabricação desse anel?","4,8",1bd6cce975fd9a0fc7f3bdea9bbdce91f123a2bb0a37eec5473dbc73aea407ea9051ac959c6fb1e60739af98cec5615b0886c17d2cf0b439702f70d0de296844,Matemática,valid
"TEXTO DE REFERÊNCIA: **QUESTÃO 151**

|Faixa|Salário|Valor da antecipação|
|---|---|---|
|I|Até R$ 1 600,00|R$ 500,00|
|II|Entre R$ 1 600,00 e R$ 2 000,00|R$ 750,00|
|III|Entre R$ 2 000,00 e R$ 2 500,00|R$ 1 000,00|
|IV|Entre R$ 2 500,00 e R$ 3 000,00|R$ 1 250,00|
|V|Acima de R$ 3 000,00|R$ 1 500,00|

Um funcionário que recebe salário de R$ 3 200,00 solicita a antecipação do décimo terceiro salário, que seria pago em 20 de novembro, mas será antecipado para 20 de setembro. O valor da antecipação, conforme a tabela, será de R$ 1 500,00 e incidirá juros compostos de 5 % ao mês. Qual será o valor aproximado a ser descontado no contracheque dele em novembro?","R$ 1 654,00",84494430db7ada3b0f9d987ddf2dfef871ee1e478af307c95a39d20606efa9530a693d42936a6393be060afa7fb0f489bada4d03b7d7abb79fb0b03a92ea2a69,Matemática,train
"TEXTO DE REFERÊNCIA: Para comparação de dois ou mais conjuntos de dados, a estatística utiliza o desvio‑padrão, desde que esses dados estejam na mesma unidade de medida. Caso os conjuntos de dados sejam medidos em grandezas diferentes (unidades de medida diferentes), a comparação será feita utilizando o coeficiente de variação (CV), cuja fórmula é dada em porcentagem pela expressão a seguir, em que S é o desvio‑padrão da amostra e X é a média aritmética dos dados:

CV = (S / X) · 100

Disponível em: <https://mundoeducacao.uol.com.br>. Acesso em: 5 jan. 2022 (Adaptação).

Um grupo de pesquisadores analisou cinco amostras cujos dados são medidos em grandezas diferentes, usando o coeficiente de variação para compará‑las. As amostras têm os seguintes valores:

| Amostra | S | X |
|---|---|---|
| A | 3   | 15 |
| B | 2,5 | 10 |
| C | 4   | 25 |
| D | 4,5 | 18 |
| E | 1,2 | 12 |

Qual amostra apresenta o menor coeficiente de variação?",E,bc4179b8d5ebb0509acc9bae16bf25c9b55b53f8fe121e12ad6d4e0e4014587c1690d54f8b8f2d247bb8eddd3d3296759fd7aa278c7c0cd9fcd099d46561358c,Matemática,train
"TEXTO DE REFERÊNCIA: Maquiavel foi membro da chancelaria de Florença, onde ganhou experiência política, e pôde observar as práticas de seus contemporâneos. Foi no exílio que redigiu _O Príncipe_, dedicado a Lorenzo de Médici, a quem pretende aconselhar na arte de assegurar e manter o poder político. Desenvolve uma análise histórica de diferentes situações em que os governantes se apossaram do poder ou o perderam.

MARCONDES, D. Introdução à história da filosofia. Rio de Janeiro: Zahar. 2010. p. 147.

Com base no texto acima, por que a obra de Maquiavel foi essencial para a formação do pensamento moderno?",redefiniu a moralidade do governante,7298c703c4ace50eef22895d5587d98aa62647d18bdc27e73bd9e85ea1300d0e235bc944ebdb4a961621bcb5cde1e060f39ffcdd2cfe794eda36db7ebeef5db2,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: Para fazer as unhas em um salão de beleza, as clientes podem escolher diferentes modelos que incluem uma cor, um tipo de formato e um tipo de acabamento. A palheta de cores inclui azul, branco, laranja, marrom, nude, rosa, verde, vermelho e vinho. Os formatos das unhas podem ser amendoados, quadradinhos, redondinhos e _stilettos_, e os acabamentos podem ser cromados, envernizados, foscos, com _glitter_ e metálicos.

Quantos modelos diferentes de unhas podem ser combinados a partir das opções de cores, formatos e acabamentos descritos?",180,b5810df09d55aacb4d5d0d6a42aaa955fd21d25acea7805e383bdfc7886af5529a23b6c0419a39c7130efdada0d2518f17dc0474b0674158eee2bbbe09a45545,Matemática,test
"TEXTO DE REFERÊNCIA: A convite da redação, escrevi, no Jornal do Comércio, um artigo de quatro colunas sobre a literatura javanesa antiga e moderna...

– Como, se tu nada sabias? interrompeu‑me o atento Castro.

– Muito simplesmente: primeiramente, descrevi a ilha de Java, com o auxílio de dicionários e umas poucas de geografias, e depois citei a mais não poder.

– E nunca duvidaram? perguntou‑me ainda o meu amigo.

– Nunca.

Com base nesse trecho, o autor Lima Barreto está:
",ironizando o modo de produção da escrita acadêmica bacharelesca.,1ec9a15d7d90ee3615a32d5bee0d30ff8eda0f5769b7ce1c49b295bc2ddef51e0b84f4ae62d7aace086ea9304481af7b2f6836ddfae9f096a03518b748d0418b,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: O Carnaval é comumente definido como a festa da confraternização universal, a festa da democracia social e racial, que une e iguala a todos: brancos e pretos, ricos e pobres. Esta pressuposta universalidade capaz de destruir as diferenças diárias e de promover a integração social possibilitou sua conversão em símbolo da identidade nacional brasileira.

ARAÚJO, Rita de Cássia Barbosa. Festas: máscaras do tempo – entrudo, mascarado e frevo no Carnaval do Recife. Recife: Fundação de Cultura Cidade do Recife, 1996. p. 19. (Adaptado)

De acordo com o texto, por que o Carnaval é considerado símbolo da identidade nacional brasileira?",transgressora da desigualdade social cotidiana,03234a1e5d5db852d9f99ad24d01704dcbff6dd09fc2c1e5f784316a9cc83342f79fe37ea3ba2ebb7f71a20a37dbb761bc1e7969de5da9288d033ad523bbcd66,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: As chuvaradas de verão, quase todos os anos, causam no nosso Rio de Janeiro, inundações desastrosas.

Além da suspensão total do tráfego, com uma prejudicial interrupção das comunicações entre os vários pontos da cidade, essas inundações causam desastres pessoais lamentáveis, muitas perdas de haveres e destruição de imóveis.

De há muito que a nossa engenharia municipal se devia ter compenetrado do dever de evitar tais acidentes urbanos. Uma arte tão ousada e quase tão perfeita, como é a engenharia, não deve julgar irresolvível tão simples problema.

O Prefeito Passos, que tanto se interessou pelo embelezamento da cidade, descurou completamente de solucionar esse defeito do nosso Rio.

Cidade cercada de montanhas e entre montanhas, que recebe violentamente grandes precipitações atmosféricas, o seu principal defeito a vencer era esse acidente das inundações.

Infelizmente, porém, nos preocupamos muito com os aspectos externos, com as fachadas, e não com o que há de essencial nos problemas da nossa vida urbana, econômica, financeira e social.

Ao discorrer sobre as enchentes do Rio de Janeiro, o narrador evidencia uma perspectiva em que:",Critica que a cidade prioriza a aparência em detrimento da infraestrutura.,afcc065465727a46789b6796f8204deefa777a82b2053f9ab93b02ee7b59de756b01eeaee7fbd46dbf730790637b6c8c4e78970cec05dfc4e39fc010fcb52010,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: Na ausência da figura do acompanhante, os pacientes surdos relatam que a queixa de saúde por eles apresentada não é compreendida pelo médico, bem como não há claro entendimento quanto ao diagnóstico, aos procedimentos realizados e a recomendações e tratamentos propostos. Esses dados revelam o impacto que a falta da comunicação pode causar na saúde dos indivíduos surdos, ratificando a percebida importância do aprendizado da Libras pelos futuros médicos.

OLIVEIRA, A. S. R. et al. Ensino da Língua Brasileira de Sinais [...]. Audiology - Communication Research, v. 27, p. e2634, 2022.

De acordo com o texto, qual estratégia é sugerida para solucionar o problema da falta de comunicação entre pacientes surdos e médicos?",revisita do currículo formativo em cursos de Medicina,759a7363a3f0001ad38199cee16c2569837d8b61b429c0db39539612251bf3ba0de964128ad53248c6e57ffd7420768b44372b459c6a6b47240cc44500e3c85f,Ciências da Natureza,valid
"TEXTO DE REFERÊNCIA: TEXTO 1

A crise financeira iniciada em 2007, causada pela perda de valor de ativos imobiliários, carregou a Europa, se alastrou pelo mundo e provocou uma recessão global no ano de 2009. Levou à nacionalização de bancos, derrubou governos, gerou taxas de desemprego altíssimas e causou várias ondas de protestos, muitos deles violentos. (...) Nos Estados Unidos, o nome dado para a dívida imobiliária, ou hipoteca, contraída por pessoas que normalmente não teriam capacidade de assumi-la era ""subprime"". A oferta desse tipo de dívida cresceu nos anos 1990, e a partir de 2001 avançou em ritmo mais acelerado. (...) Em resumo, o mercado vivera uma arriscada fantasia, emprestando dinheiro para quem, mais cedo ou mais tarde, não teria condições de pagar de volta. (...) Num domingo, 7 de setembro de 2008, o governo americano decidiu resgatar de uma falência certa as duas maiores financiadoras imobiliárias do país, Freddie Mac e Fannie Mae (...) o governo injetaria até US$ 100 bilhões em cada uma delas — o maior resgate corporativo da história.

(https://economia.uol.com.br/)

TEXTO 2

Nesse contexto de crise econômica nos EUA, a revista Carta Capital publicou em 2009 esta capa a seguir fazendo uma analogia às “mãos invisíveis” de Adam Smith.

Texto da capa: ""O Fórum de Davos faz mea‑culpa: reconhece os riscos livre mercado e de um neoliberalismo irreal e insistentável, rende‑se à necessidade de intervenção estatal e propõe o bem‑estar e o planejamento responsável. E a Crise atinge a China...""

A partir da leitura dos textos, qual conclusão pode ser extraída sobre a atuação das ""mãos invisíveis"" do mercado durante a crise de 2007‑2009?",Foram ineficientes e precisaram da intervenção estatal.,f497cc72ff2ab8f83c5db8fff0cb9a49b5555296cc020aa4349c6518b932996008249d09edc174577cc7099bc77d1472079fe626ace38a44ef731093ed5a134f,Ciências Humanas,train
"Texto de referência: Grande parte das empresas da indústria da moda fashion terceiriza sua produção, e as terceirizadas também “quarteirizam” o trabalho. Segundo a World Trade Statistical Review, a Ásia é a principal exportadora e produtora do mercado têxtil, com destaque à China, Índia, Taiwan e ao Paquistão. Nas últimas décadas, o crescimento da China gerou um pequeno aumento no nível salarial e isso fez com que algumas marcas mudassem o foco rapidamente para países como Bangladesh, Vietnã e Camboja.

Disponível em: <https://einvestidor.estadao.com.br>. Acesso em: 21 dez. 2021. (Adaptado)

A terceirização e a “quarteirização” em países em desenvolvimento é uma estratégia da indústria da moda fashion para:",atender à demanda dos consumidores a um baixo custo.,92d1fc8bc49b4525f34cb1848dcb9dd8836ebc452ef964b2975b26401d5b4a15d363e000b3cc3fab2271ecdda6945fc9ccc11167864041557ce7b3f0c2851ece,Ciências Humanas,test
"TEXTO DE REFERÊNCIA: Pesquisadores desenvolveram um novo tipo de receptor solar feito de vidro. Quando colocado na janela, o dispositivo é capaz de captar frequências da ordem de 10^13 Hz, provenientes da luz solar, e transformá‑las em eletricidade. De acordo com um dos coordenadores, o objetivo é criar uma técnica de concentração da luz solar que permita que os receptores fiquem 100% transparentes. As ondas provenientes do Sol se movem com uma velocidade de 3 ⋅ 10^8 m/s no vácuo e podem ser classificadas com base no espectro eletromagnético.

A radiação que é convertida em energia elétrica pelo receptor está na faixa do espectro eletromagnético associada ao(s) ______.",infravermelho,9f13db7255d17a4485358dc60bde798fba1517b238439d12c7661a96c4356d179cc33de04b21b843e535f88be8fcb42e35f18d606d874a0de3129d31d0dba99b,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: O quadro indica os tipos sanguíneos compatíveis em transfusões sanguíneas, considerando o sistema ABO e o fator Rh. Nota-se que a relação entre doadores e receptores não é bidirecional, ou seja, um tipo sanguíneo doador não recebe sangue dos mesmos tipos sanguíneos receptores, e vice‑versa. Por exemplo, o indivíduo com sangue O [–] pode doar para todos os outros tipos sanguíneos, mas pode receber apenas sangue do mesmo tipo que ele.

Na relação entre doador e receptor, a incompatibilidade sanguínea está associada a que componente presente no plasma do receptor?",aglutininas presentes no plasma sanguíneo do receptor,b5de7f7332a0e35ade8fc01e50efd20f7e2a4d301ac5563f18551749049c9652fdf12782bf2665d499dcfe1c96d69ccc0da187021c3e834531f4b3a51ae17792,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: O desenvolvimento dos veículos aéreos não tripulados (VANTs) surgiu como uma importante opção na agricultura de precisão. Sua aplicação na área agrícola e em missões de reconhecimento vem sendo favorecida e facilitada pelo atual estágio de desenvolvimento tecnológico, principalmente pela redução do custo e do tamanho dos equipamentos.

INAMASU, R. Y.; BERNARDI, A. C. C., 2014. Agricultura de Precisão. Brasília: Empraba, 2014, p. 21-33.

Qual foi a principal contribuição da aplicação de veículos aéreos não tripulados na agricultura?",Otimização da produção mediante o monitoramento realizado por esses equipamentos.,d26ad1026c94f7552f2a1556479b5d4eb7a38ea07d6f3d9f4822fc0a3873b2cfb8f68bfe817502b66e8e0c5652580136e69b37f8f94e8334994ff00a711e28c7,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: Na primeira fase de um concurso, os candidatos deveriam tirar no mínimo 7,5 em um total de 10 nas provas de Conhecimentos Gerais e de Redação para estarem qualificados para a fase seguinte. Ao analisar os resultados dos candidatos na primeira fase desse concurso, a comissão organizadora verificou que, dos 700 participantes:
- 220 tiraram 7,5 ou mais na prova de Conhecimentos Gerais;
- 80 tiraram 7,5 ou mais na Redação;
- 470 tiraram nota menor que 7,5 nas duas provas.
Quantos candidatos se classificaram para a fase seguinte?",70,98a73da0dbd4306826f0610bf5eb93532fffa620bfb4c8a534d6ea50422deeb6c65cb6667576e611de872540d56591f4b6a705e0fef2b295981be857f124f65a,Matemática,train
"TEXTO DE REFERÊNCIA: Uma empresa imobiliária está projetando um novo centro comercial composto por dois edifícios idênticos, em formato de paralelepípedos de base retangular, que serão construídos lado a lado e interligados por uma passarela de 12 m de comprimento. Para apresentar o projeto aos investidores, essa empresa construiu uma maquete na qual os edifícios foram apoiados em uma tábua retangular com dimensões 29,6 cm × 60 cm, de modo a restar uma margem de 4 cm entre os limites dos prédios e as bordas da tábua. Sabe‑se que a escala da maquete é de 1 : 250.

Qual é a base de dimensões de cada edifício desse centro comercial?",54 m × 59 m,a6d80ba110dd88cf9ba4cd3bc9f3302e6ce1e0cc68c7e2c9c536a4fff2c2a933089bbc837ea7b0f78893e9fa2ef22c830bada2cee5f8bf6677441103cedf5a16,Matemática,train
"Let her be courtesan, scholar or saint,
a peninsula of din, of color and of gold,
a hub of rose sailing like a fleet

which scans the horizon for a harbor’s tenderness.

Beirut has died a thousand times and been reborn a

thousand times.
Beirut of a hundred places, Beryte of the stones
where pilgrims from everywhere have raised statues

that make men pray and wars begin.

TUÉNI, Nadia. Beirut. In: HANDAL, Nathalie (ed.). The Poetry of Arab Women. New York: Interlink Books, 2001. p. 302.

A poeta libanesa Nadia Tuéni utiliza seus versos para apresentar um retrato de sua cidade natal, Beirute, a capital do Líbano. Essa representação poética promove a visão de uma cidade:",versátil e marcada pela resistência,2fd24f8715da94a033511a39015b4560a464a722a9884f9ef1c2049a72bcbab01405aebe44567a671c2b9104cca45cfc1d2255746c26715e3538ffde84fa07b9,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA:

TEXTO I (EPICURO): ""Então, o mais terrível de todos os males, a morte, não significa nada para nós, justamente porque, quando estamos vivos, é a morte que não está presente; ao contrário, quando a morte está presente, nós é que não estamos."" (EPICURO. Carta sobre a felicidade.)

TEXTO II (ESPINOSA): ""Não há nenhuma coisa em que o homem livre pense menos do que na morte, e sua sabedoria não é uma meditação sobre a morte, mas sobre a vida."" (ESPINOSA, B. Ética.)

Considerando os trechos de Epicuro e Spinoza, qual é a ideia central que ambos abordam de forma complementar?",Valorização do tempo presente,f1b7640d2cd9ff5a6a2f1e6d13fdf4eba00077d1cfdabab6bae3e55642f50884ad83ec991ce37effb9d0fa15efad6b9ec8fff0ee66d40710951138c9463c15c6,Ciências Humanas,train
