question,true_answer,question_id,disciplina,split
"TEXTO DE REFERÊNCIA: Um paciente recebeu durante uma consulta a prescrição para tomar um medicamento em comprimidos contendo 1,5 mg do princípio ativo. Ao procurar o medicamento nas farmácias do bairro, esse paciente o encontrou apenas no formato em gotas, cuja concentração do princípio ativo é de 2,5 mg/mL. O farmacêutico disse ao paciente que ele poderia tomar o medicamento em gotas, desde que respeitasse a dosagem do princípio ativo indicada pelo médico, calculando a quantidade de gotas a partir da informação de que 1 mL corresponde a 20 gotas.

Quantas gotas do medicamento devem ser tomadas pelo paciente para que o princípio ativo seja ingerido na mesma quantidade contida em um comprimido?",12,0b66e58958a067ac881ec0137ec44e97416c07f7c26f5d252b0c4689edf62c4e8654db4b7d33b2115bedcf9a5cd19f05828d94978dfde3b529db20348dc867c0,Ciências da Natureza,valid
"TEXTO DE REFERÊNCIA: A entrada a_{ij} da matriz abaixo indica a nota que o aluno i, sendo 1 ≤ i ≤ 5 tirou na prova j, em que j = 1, se refere à prova de Linguagens; j = 2, de Ciências Humanas; j = 3, de Ciências da Natureza; j = 4, de Matemática; e j = 5, de Redação.

Matriz (cada linha = um aluno):
1: 580 800 640 940 960
2: 660 760 720 840 860
3: 640 780 860 700 720
4: 720 820 680 740 1000
5: 700 840 740 960 920

ENUNCIADO: Com base nestas informações, qual aluno obteve a maior média aritmética nas cinco provas?",5,b0112537332ed4e3a2e642fcd71126b19194d2d3ada00805e5196177977b5651846f3006b03c46870520b8c33a602a30e97d9df4f3eef807c27b7cb87dc829bf,Matemática,train
"TEXTO DE REFERÊNCIA: Microfiltração e ultrafiltração aplicada no tratamento de lixiviado de aterro sanitário

Nesta pesquisa empregou-se unidade piloto de membranas filtrantes de microfiltração e ultrafiltração como tecnologia de tratamento desse efluente. [...]
Atualmente, as técnicas mais utilizadas para o tratamento de lixiviados são baseadas em sistemas biológicos e em processos de coagulação/floculação. Estes métodos, bastante difundidos no Brasil, apesar de proporcionarem redução significativa da matéria orgânica, apresentam-se ainda insuficientes para a adequação desses efluentes, em muitas situações, aos padrões de lançamento estabelecidos pela Resolução CONAMA n.º 357/2005 e n.º 430/2011.
Uma alternativa que tem se destacado no tratamento do lixiviado é o processo de separação por membranas, pois este apresenta grande eficiência na remoção de contaminantes que não são removidos através de tratamentos convencionais, como as substâncias recalcitrantes e alguns patogênicos.

SALDANHA, T. et al. Microfiltração e ultrafiltração aplicada no tratamento de lixiviado de aterro sanitário. Enciclopédia Biosfera, v. 13, n. 24, 2016. Disponível em: www.conhecer.org.br. Acesso em: 12 nov. 2021.

A propriedade que permite que as substâncias sejam removidas por meio da separação por membranas é o(a) ______.",tamanho das partículas,e724ec7093e3c74554a7b8c047dcf3af7587cee044f6b8c4b47a2dc0ef4b46694886b6bd092aa2517deb85767475b189a485570577634906541b6715577c00ae,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: TEXTO I

Ora, o raciocínio é um argumento em que, estabelecidas certas coisas, outras coisas diferentes se deduzem necessariamente das primeiras. (a) O raciocínio é uma “demonstração” quando as premissas das quais parte são verdadeiras e primeiras, ou quando o conhecimento que delas temos provém originariamente de premissas primeiras e verdadeiras: e, por outro lado (b), o raciocínio é “dialético” quando parte de opiniões geralmente aceitas. São verdadeiras e primeiras aquelas coisas nas quais acreditamos em virtude de nenhuma outra coisa que não seja elas próprias.

ARISTÓTELES. Tópicos : Dos argumentos sofísticos. In: PESSANHA, J. A. M. Coleção Os pensadores. 2. ed. São Paulo /SP: Abril Cultural, 1983. p. 6.

TEXTO II

Religião, Filosofia, Ciências Naturais e Economia Política são fontes múltiplas e interdisciplinares indicadas por Du Bois para a construção da verdade. No capítulo 6 d’ O sinal dos quatro, Sherlock Holmes, a criação de Conan Doyle que inspirou o Willian de Umberto Eco, diz que “quando você eliminou o impossível, tudo o que restar, por mais que improvável, deve ser a verdade.”

CORTELLA, M. S. Não espere pelo epitáfio! Provocações filosóficas. 16. ed. Petrópolis: Vozes, 2014. p. 133.

Comparando os textos, depreende‑se que as coisas verdadeiras e primeiras são:",axiomas,a146cdd18e847fcccda95f9cc2ad4d739a118559130180b19ac50b3420851c4fac3beddfca56d6954b3ecd92fe0f15f8c77f2ac3923db9de50351488beb0fa8d,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: Uma bateria externa de lítio, utilizada para carregar aparelhos portáteis, tem capacidade de 37 Wh (watts‑hora), 3,7 V (volts) e 10 000 mAh (miliampere‑hora) para a variação de temperatura de funcionamento de 30 °C.

A quantidade de carga, em coulomb, fornecida por essa bateria é:",36000,7adc6b6e0cc96c0fc7b60e5e3ad1254259dc6e0e16e262c31d63b50e4a55c33c5aa3bd814d6acdd6a0382e3388ff195b9f98c416ba629ad2c79a5b96bcacde14,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: Para os que agem pela vontade [os homens], a regra próxima é a razão humana. E a regra suprema, a lei para o fim segundo a ordenação da razão e da lei eterna, será reta. Quando, porém, se desvia dessa retidão, se diz que há pecado. Dessas premissas evidentemente se conclui que todo ato voluntário é mau, porque se afasta da ordenação da razão e da lei eterna, e que todo ato bom concorda com a razão e a lei eterna. Daí se segue que o ato humano, pelo fato de ser bom ou mau, tem a razão de retidão ou de pecado.

TOMÁS DE AQUINO. Das consequências dos atos humanos em razão da bondade e da malícia (ST, I [a] II [ae], q. 21). In: TOMÁS DE AQUINO. Suma Teológica. São Paulo: Loyola, 2003. v. III, p. 290-298. (adaptado)

A teoria apresentada no texto defende uma dimensão da ética que se estabelece na",complementaridade entre devoção e racionalidade,4ec27fe8678111470e2ec9362bcbc62b5ce1d2c32acc7c9602eb01ebea55063ddf4f54ceeb5b0fb9f9d30f2083f516365cea1d78319bb3c7adf6d0776e4b1ee1,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: No entardecer de 17 de fevereiro de 1992, na caatinga do Rio Grande do Norte, depois de uma chuva fraca durante o dia, o casal de pesquisadores Carlos Jared e Marta Maria Antoniazzi presenciou um fato bizarro: sapos começaram a brotar aos borbotões do chão arenoso.

Começava ali um longo trabalho de pesquisa dos dois, que se estende há quase três décadas, para entender um comportamento animal pouco conhecido: a estivação.

Trata‑se de um fenômeno semelhante à conhecida hibernação, só que causado pelo calor e a seca em vez do frio. Assim como os animais que hibernam, os que estivam reduzem suas atividades metabólicas por um longo período, podendo chegar a mais de dois anos em algumas espécies.

Quais são as características que tornam necessárias adaptações metabólicas relacionadas à estivação?",epiderme delgada e altamente permeável,74650baa5d1e2fab30c03406f04bd6c1791711770329307c09fd67359205f411c12bf5ada8a0773b270f71bb5d1c358592989aa4c3fda6e6a5cf651c744b6560,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: Na agricultura, utilizam-se fertilizantes com o objetivo de aumentar a produtividade. Os elementos químicos mais comuns presentes nesses produtos são o nitrogênio, o fósforo e o potássio, que constituem os fertilizantes NPK. Porém, eles devem ser necessariamente solúveis em água para que a sua absorção pelo sistema radicular dos vegetais seja feita de forma eficiente. Geralmente, a aplicação de fósforo (de massa molar 31 g · mol⁻¹) à cultura é feita na forma de fosfatos (PO4³⁻). Para isso, pode‑se utilizar o fosfato de cálcio (Ca3(PO4)2, de massa molar 310 g · mol⁻¹); porém, por causa de sua baixa solubilidade (7,7 g · L⁻¹ a 25 °C), a indústria química tende a vendê‑lo na forma de superfosfato de cálcio (Ca(H2PO4)2, de massa molar 234 g · mol⁻¹), que tem maior solubilidade em água (94 g · L⁻¹ a 25 °C). Para avaliar o desempenho de dois tipos de fertilizantes, um agricultor preparou duas soluções aquosas distintas. A solução 1 é uma solução saturada de superfosfato de cálcio de 2 L. A solução 2 contém a quantidade máxima de fosfato de cálcio totalmente dissolvida. Em ambas as soluções, o agricultor manteve a temperatura de 25 °C e a mesma massa de fósforo dissolvida.
Durante o preparo da solução 2, o volume aproximado de água utilizado pelo agricultor foi","32,3 L",a5b227950467c800a8b4999499feb22cb1c4b265b38bb8a0f312d35719c1e0eb3bea56b51a426888352a37b6a806783c2ea2a06c15c0084a68ab382bd26ce1b4,Ciências da Natureza,valid
"TEXTO DE REFERÊNCIA: TEXTO I

Pobreza e desigualdade de renda no Brasil

Data | Taxa de pobreza (P0) (%) | Número de pessoas pobres | Taxa de extrema pobreza (P0) (%) | Número de pessoas extremamente pobres | Desigualdade (coeficiente de Gini) | Desigualdade (índice T de Thell)
1990 | 41,92 | 58 119 829 | 19,95 | 27 659 557 | 0,614 | 0,773
2004 | 33,71 | 60 132 299 | 13,22 | 23 577 095 | 0,572 | 0,665
2014 | 13,29 | 25 888 565 | 4,20 | 8 191 008 | 0,518 | 0,541

DANTAS, S. et al. Uma avaliação do Programa Bolsa Família. Interações (Campo Grande), 2018, p. 720.

TEXTO II

O Programa Bolsa Família foi instituído em 2004 e é uma política de transferência de renda direta destinada às famílias em vulnerabilidade social. É fruto da unificação dos programas de renda mínima: Bolsa‑Alimentação, Auxílio‑Gás, Bolsa‑Escola e o Cartão Alimentação. [...] Faz parte da estratégia para combater a fome e a pobreza, promover a segurança alimentar e nutricional e o acesso aos serviços públicos e estimular o desenvolvimento socioeconômico do país, atuando em três dimensões essenciais: alívio imediato da pobreza por meio de transferência direta de renda às famílias; exercício dos direitos sociais básicos nos setores de educação, saúde e assistência social, através do cumprimento das condicionalidades; e, capacitação das famílias através de programas complementares de alfabetização, de geração de emprego e renda, entre outros.

DANTAS, S. et al. Uma avaliação do Programa Bolsa Família. Interações (Campo Grande), 2018, p. 718‑719.

Pergunta: Qual foi o impacto da implementação do Programa Bolsa Família sobre a quantidade de indivíduos com renda domiciliar per capita abaixo dos níveis de pobreza e extrema pobreza?

Resposta: Reduziu a quantidade de indivíduos, pois se baseou na redistribuição de renda.","Reduziu a quantidade de indivíduos, pois se baseou na redistribuição de renda.",f18b9a2d5e2e0490f7da05cdc3457a5be0d37fbb48c2fcc94c9234059cd45d1a47b58f5fdb29a8245ea861125024ecfc5857f30f1b3c1dbb869eab4396615f12,Ciências Humanas,train
"TEXTO DE REFERÊNCIA:
We are not responsible for your lost or stolen relatives.
We cannot guarantee your safety if you disobey our
[instructions.
We do not endorse the causes or claims of people
[begging for handouts.
We reserve the right to refuse service to anyone. [...]

You were detained for interrogation because you fit the
[profile.
You are not presumed to be innocent if the police
have reason to suspect you are carrying a concealed
[wallet.
It’s not our fault you were born wearing a gang color.
It is not our obligation to inform you of your rights.

Step aside, please, while our officer inspects your bad
[attitude.
You have no rights we are bound to respect.
Please remain calm, or we can’t be held responsible
for what happens to you.

MULLEN, Harryette. “We Are Not Responsible”.

Enunciado: Por meio de seus textos, a escritora Harryette Mullen oportuniza a reflexão sobre a sociedade estadunidense. Ao dar voz a um eu lírico que assume um papel de poder nessa sociedade, o poema transcrito da autora denuncia o(a)","fragilidade da cidadania de um grupo de pessoas, ameaçadas por instituições sociais que deveriam assegurar seus direitos",461ec9d242ac1c8be5d3b332dbdef9f5fce7a5591712aec2a0d658e79382a668a9a8008d588717d3bfe8eb9b85570809022e470ec03a9b887d3b592d4f780de0,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: Um posto de saúde que realiza a vacinação contra a febre amarela registrou, de novembro de 2022 a março de 2023, o número mensal de aplicações dessa vacina, como mostra o quadro a seguir.

Vacinação contra a febre amarela (dose única)
Mês/Ano — Quantidade de vacinas aplicadas
Novembro/2022 — 65
Dezembro/2022 — 27
Janeiro/2023 — 38
Fevereiro/2023 — 52
Março/2023 — 73

Nesse posto de saúde, a quantidade de novas vacinas de febre amarela solicitadas para cada mês baseia‑se na média aritmética das aplicações realizadas nos cinco meses anteriores.

Quantas vacinas de febre amarela foram solicitadas por esse posto de saúde em abril de 2023?",51,9ea4df72144f497301e7d6aeb4b54a351c401cbe2fff019ad304066f343a269185fc1957aff3ac4cd1b15ad8a92debe6b7f918a2eb48bb5f0ccbeae60b85ba14,Matemática,train
"TEXTO DE REFERÊNCIA: A obtenção de sistemas coloidais estáveis depende das interações entre as partículas dispersas e o meio onde se encontram. Em um sistema coloidal aquoso, cujas partículas são hidrofílicas, a adição de um solvente orgânico miscível em água, como o etanol, desestabiliza o coloide, podendo ocorrer a agregação das partículas preliminarmente dispersas.

A desestabilização provocada pelo etanol ocorre porque",as camadas de solvatação de água nas partículas são diminuídas.,ea3bc39030a2f5c09e4fbf0bbc743753216846f08c58f2c00ae1ea8d84cc7812ca5333f29d866173ca6392bdf361f4dbd74d42052aa8c1ff5fa106f93a07a3d8,Ciências da Natureza,train
"Considerando que o meme é um gênero textual contemporâneo presente no ambiente das redes sociais, qual é a função do aspecto não verbal do texto?",gerar humor a partir da associação com o texto verbal,c04f6f278d54f4bb2f80268aa7709cb2faeefdcbb18ebc50e4cae8e1762bb1132361f263fd0b96cab23dd9e18e5f09d770b3eb522d8107c059dec230249bd412,Linguagens e Códigos,test
"TEXTO DE REFERÊNCIA: continuo

dar-me conta de que sou inveja não é uma conclusão trivial. é perceber que amar constitui-se, em verdade, de uma tentativa de compra daquilo que acho que não possuo. amo o que não sou para ser tudo o que acho que gosto e admiro; amo para ter o outro como apêndice ou anexo; procuro um relacionamento como ato expansionista de meu território, tenho a alma de uma nação voltada para os recursos naturais dos quais sou desprovida, para a geopolítica de Ratzel, e meu desejo de viver a dois pode ser interpretado como pura busca de espaço vital, aquele que os alemães tentaram nas grandes guerras. e se amor não é isso, a verdade é que nunca amei. já disse, mas necessito repetir, é a repetição que dá sentido real às palavras. acho, inclusive, que ninguém nunca amou. é a minha esperança.

VALENTE, Leonardo. criogenia de D. ou manifesto pelos prazeres perdidos. Itabuna: Editora Mondrongo, 2021. p. 67.

ENUNCIADO: Para o narrador do texto, as relações amorosas podem ser resumidas a","atos de ocupação do outro, em que o conquistador busca o que lhe falta no sujeito que será conquistado.",8e5dff9411761123a5c4f3be5cc4c4051051adfc62c4dc8c01e688984d9e8abea2231b43701e5f4f95792771d58bb8c156f4822fea2e533c6f7d32506acb0e26,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: Estudos realizados com duas espécies nativas – o jatobá‑da‑mata (Hymenaea courbaril), da Floresta Amazônica, e uma espécie de bambu (Aulonemia aristulata), da Mata Atlântica – mostraram que, com o aumento do CO₂, ambas apresentam taxas mais altas de fotossíntese e maior crescimento. O bambu também aumentou a tolerância à seca. Com as mudanças climáticas, o estabelecimento dessas espécies pode ser mais rápido em seu ambiente natural […]. Porém, o desenvolvimento rápido do bambu poderia atrapalhar o crescimento de outras árvores que ocorrem na mesma área, alterando a composição do ecossistema.

Qual é a consequência das alterações climáticas para as espécies mencionadas?",aumento da competição interespecífica por disputarem espaço para crescimento,88c89419b039aee97928d92931373934f60882f112b82da64e460384bb4bb896a90d97a800d5e77b34d62b13fd12ab88b2e499f8c40a792117e45fcb7ec33ab7,Ciências da Natureza,test
"TEXTO DE REFERÊNCIA: Para estudar um bioma marinho, um oceanógrafo está planejando realizar 45 mergulhos, um em cada maré alta, pois muitos peixes se deslocam para áreas costeiras nesse momento. Sabendo que as marés altas ocorrem, aproximadamente, a cada 12,5 horas, o estudioso escolheu um período em que a primeira maré alta ocorrerá às 01h00 da manhã e planeja mergulhar de forma sucessiva em todas as marés altas a partir desse horário durante o estudo. Considere que cada mergulho tem duração de 30 minutos.

ENUNCIADO: Se seguir como planejado, quantos dias consecutivos de mergulho esse estudo terá?",23,d066608a0d5d32018556f93b8812b0d21ffb1d32c827a2872debc1927b5d2a7ad865f333ff492bc42f4e26b5729181f2bed167ccb30dd9ae5a7d7323dba3942b,Matemática,train
"TEXTO DE REFERÊNCIA: “É uma mudança na estrutura etária da população brasileira que reflete a queda no número de jovens e o aumento de idosos. Esse indicador revela a carga econômica desses grupos sobre a população com maior potencial de exercer atividades laborais. Sabemos que há idosos ativos no mercado de trabalho, além de pessoas em idade de trabalhar que estão fora da força. Mas o indicador é importante para sinalizar a potencial necessidade de redirecionamento de políticas públicas, inclusive relativas à previdência social e saúde”, avalia Gustavo Fontes, analista da Pesquisa Nacional por Amostra de Domicílios Contínua – Características Gerais dos Moradores.

De acordo com o texto, as ações governamentais em relação à recente mudança na estrutura etária brasileira devem considerar a",alteração da razão de dependência,afe0fc25f07b5ec754ce4823c37ee8f50f2bb399e1573bca434e915e44c809e29c7a9f6b161bf67e54b71d2a190989d3ab7db44cdf115f5d5da3617796b63720,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: Uma pessoa comprou um televisor de 50 polegadas. Para servir de suporte para esse aparelho, ela deseja encomendar um painel de madeira quadrado, de modo que a medida do lado desse painel seja igual à soma da altura e do comprimento desse televisor.

Sabe‑se que as polegadas utilizadas para expressar o tamanho do aparelho referem‑se à medida de sua diagonal, que uma polegada corresponde a 2,54 cm e que o comprimento e a altura do televisor seguem uma proporção de 4 para 3.

Com base nessas informações, qual é a medida, em centímetros, do lado do painel que essa pessoa pretende encomendar?","177,8",c17288a3dade3c55703af2fefb5df8dddeb02347b577668911ead4518e39a0abc78f2fc78898a96a3faf5ed61e01a160890bbed71284118d8c1b723004a764ff,Matemática,train
