question,true_answer,question_id,disciplina,split
"TEXTO DE REFERÊNCIA: Quando determinados materiais são esfriados a temperaturas suficientemente baixas e submetidos a um campo magnético, ocorre o emparelhamento dos elétrons e o movimento desses elétrons torna‑se coordenado.

Assim, com o efeito da temperatura, a dispersão dos elétrons por vibrações térmicas da estrutura do material e por átomos de impureza é minimizada, o que faz com que a sua resistividade elétrica caia bruscamente, permanecendo nesse valor nas condições de resfriamento.

Disponível em: https://www.jornalamateria.ufscar.br. Acesso em: 25 set. 2024.

Qual é o tipo de material mencionado no texto?",Supercondutor,8bcaabb469315268a2ab3d74867c7163799caf514efd70ad14ecf77a1e67db559de9d6ee0658c6023757e16c06797cbb1e37d1a5a320c1726054a4c0845e4160,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: O comércio triangular é muito diferente da maioria dos procedimentos comerciais do resto da América. Apesar de as leis estabelecerem limites, os comerciantes das colônias agiam com grande liberdade e seguiam mais a lei da oferta e da procura do que as leis do Parlamento de Londres. Na prática, estabeleceram um sistema de liberdade muito grande, desconhecido para mexicanos e brasileiros e intocado pela repressão inglesa até, pelo menos, 1764.

KARNAL, L. História dos Estados Unidos : das origens ao século XXI. São Paulo: Contexto, 2007.

De acordo com o texto, os procedimentos comerciais na América Inglesa se diferenciavam dos praticados nas demais colônias americanas no que se refere a:",beneficiamento pela política de negligência salutar,b6a19bfe8ba001c72b347d5822d926bd8e78ee7a99e27fe094bd08ecc0ca2994d1913db3d3eceb4e099c4e61c5cb6d140b146aa71e845c83a8ecaacd04fd886b,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: Art. 3 [o] A criança e o adolescente gozam de todos os direitos fundamentais inerentes à pessoa humana, sem prejuízo da proteção integral de que trata esta Lei, assegurando‑se‑lhes, por lei ou por outros meios, todas as oportunidades e facilidades, a fim de lhes facultar o desenvolvimento físico, mental, moral, espiritual e social, em condições de liberdade e de dignidade.

BRASIL. Lei nº 8 069, de 13 de julho de 1990. Disponível em: <http://www.planalto.gov.br>.

Acesso em: 19 dez. 2022.

Qual tipo de registro predomina neste fragmento legislativo?",registro escrito da norma‑padrão,469e59fcc019394f90b4f2a7248785b5501fdd33ef12d0fe834afb1eecb248e0b449c2b50b43d490a10d4335ae5c5d4aa2d23bdb61f1ac5b2370dfacd8712d1f,Linguagens e Códigos,train
"Os barbeiros são insetos hematófagos, cujos jovens e adultos, fêmeas e machos, alimentam‑se exclusivamente de sangue de animais vertebrados. Vivem próximos à fonte de alimento, escondendo‑se em ninhos de pássaros, tocas de animais, copas de palmeiras e casca de tronco de árvores. São insetos que, quando adultos, têm asas e voam, e podem eventualmente sair da mata e adentrar quintais e residências. Dentro das residências, principalmente as de pau‑a‑pique, podem se esconder em frestas em paredes, camas, colchões, atrás de móveis e em quadros.

O inseto descrito no texto é transmissor de qual protozoário causador da doença de Chagas?",Trypanosoma cruzi,eb307660126e800cbce5929e2951c2b96024cede2ee4a8ccda048f7a9829262462db5f5f1461c25b7ce31718acb3e66090484a397c9c78c7686bdb126bd4bff5,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: Renovation With a Purpose: A D.C. Home Gets a Big Eco-Friendly Overhaul

[...] For the past two years, Bertelli and Negri have
worked to retrofit this nearly century-old house to bring it
to “net-zero energy” status – meaning an environmentally
sustainable dwelling that produces at least as much energy
as it uses. Motivated by scientific consensus that the Earth’s
temperature is reaching record-high levels because of
climate change caused by human activity, the family has
designed their home to drastically reduce their energy use.
And they employ on-site solar energy production to offset
what they do consume.

[...] “It is not only possible, it is really not rocket science.
If I was able to figure it out with no background in building,
anybody can,” Bertelli says. “I want to figure out how to do
it for everyone.”

Na reportagem, a expressão “it is really not rocket science”, ao final do trecho apresentado, indica que Bertelli acredita que:","É fácil tornar uma casa ambientalmente sustentável, mesmo sem conhecimento prévio.",45e57d402d42f36c6d93a56ef4cfc5e444dc28952eb48a67284f0ca348defb6221cd80fc0b4382ccdbe753e942f7ed41436eba4038c34ec41a0a229fc8152360,Linguagens e Códigos,test
"TEXTO DE REFERÊNCIA: Modelo de requerimento de interdição de via pública

Eu, ______________________, RG ____________,
CPF _________, venho respeitosamente solicitar à Vossa
Senhoria autorização para interdição de via pública para
a realização de _________________________________
no(s) dia(s) _____ de _______________ do ano de 2019,
no seguinte horário: ___ às ___.
Local (endereço, com descrição do trecho a ser
impedido): ______________________________________
Estou ciente de que sou responsável por qualquer
incidente que porventura vier a ocorrer no local e no horário
acima descritos e também pela limpeza da via no espaço
ocupado, estando sujeito a arcar com custos de possíveis
danos.

Severínia, ____ de _________ de 2019.

Por ser verdade e concordar assino,

_______________________________    Assinatura (reconhecer firma)

Disponível em: <https://www.severinia.sp.gov.br>. Acesso em: 17 set. 2023. (Adaptado)

ENUNCIADO: O emprego do pronome de tratamento no pedido de interdição de vias públicas se deve ao(à) ___?",contexto formal envolvendo requisição a autoridade municipal,2037a204e73250cd44e4fa4c219ce6f67ddb23bb294a9d93e09bb0deea9a9f20a78feb8cefbe7910c28982190ffcc940cfbbe990b4611f4189e295e4361e542e,Linguagens e Códigos,train
"Lucas e Marcos fizeram a mesma viagem, cada um em seu carro. O carro de Lucas tem rendimento médio de 12 km por litro de gasolina, enquanto o carro de Marcos é mais econômico, tendo um rendimento médio de 2 km a mais por litro em relação ao carro de Lucas. Se Lucas gastou 70 litros de gasolina nessa viagem, quantos litros de combustível Marcos gastou, considerando que ambos percorreram a mesma distância?",60 L,65c7d3a5f99f1a23366a265eaf51f7a67c451d3975280c911c59e554fe0604b694b2f08c07755a1f045fc0edf2c740a6c658726384f1be6267c439f7f3df9795,Matemática,train
"TEXTO DE REFERÊNCIA: O Gás Natural é um combustível composto por uma mistura de hidrocarbonetos em que predomina o metano. Ele apresenta propriedades físico‑químicas que agregam a essa fonte de energia inúmeras vantagens, como a queima uniforme e eficiente. A seguir encontra‑se a composição média, em volume, do gás natural proveniente da Bolívia. Além dos hidrocarbonetos, também estão presentes no Gás Natural o gás carbônico e o gás nitrogênio:

|Componente|Percentual (%)|
|---|---|
|Metano|91,8|
|Etano|5,58|
|Propano|0,97|
|Isobutano|0,03|
|Butano|0,02|
|Pentano|0,100|

Disponível em: <www.gasmig.com.br>. Acesso em: 1 jan. 2023 (Adaptação).

ENUNCIADO: Qual é a fórmula estrutural do hidrocarboneto que se encontra em menor percentual no Gás Natural da Bolívia?",CH3‑CH2‑CH2‑CH3,3539f6b017e87c818fd92dd7fed14a92712db345e48659156d3813f4ba7d92564500bf686f7f879160ba7e8ca49be856fef5ba6dfa11acf4343a35d7c220c9b2,Ciências da Natureza,test
"TEXTO DE REFERÊNCIA: Samba do Arnesto

O Arnesto nos convidou pra um samba, ele mora no Brás
Nós fumos, não encontremos ninguém
Nós voltermos com uma baita de uma reiva

Da outra vez, nós num vai mais

Nós não semos tatu!

[...]

No outro dia encontremo com o Arnesto

Que pediu desculpas, mas nós não aceitemos
Isso não se faz, Arnesto, nós não se importa
Mas você devia ter ponhado um recado na porta

Um recado assim ói: “Ói, turma, num deu pra esperá
Ah, duvido que isso num faz mar, num tem importância
Assinado em cruz porque não sei escrever
Arnesto”

Qual é a finalidade da linguagem empregada e da situação retratada nesse fragmento da canção?",Evidenciar a diversidade linguístico‑cultural do país.,5dcdd9a39a7c7117b0857674bad614c369e806cb961e64e3c0696403c226d184e62c645e54533b566fb8b8cedc193b7bf72cbcd5bd60d5aba7d2744ae4a73d29,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: Em uma empresa de produtos de higiene, a vedação final das caixas é feita manualmente por três funcionários.

A quantidade de caixas que cada um dos funcionários consegue vedar no período de uma hora, mantendo o mesmo ritmo de trabalho durante esse tempo, está apresentada na tabela a seguir:

| Funcionário | Quantidade de caixas vedadas em 1 hora |
|---|---|
| A | 20 |
| B | 30 |
| C | 60 |

Segundo a nova orientação do setor de expedição, a cada 30 minutos devem ser liberadas 80 caixas.

Dessa maneira, para atender à solicitação, quantas caixas o quarto funcionário deve vedar em 30 minutos?",25,0974d903c09b669bceabe4f122a2b225c4648233fceaf678769f44eeebf77f0cddaa3a95ff922d2af5a3b5f8ded41558064c34f1b17b9cf04632b8a6421e235b,Matemática,train
"TEXTO DE REFERÊNCIA: As topologias de redes descrevem o arranjo dos elementos de uma rede (computadores, cabos e outros componentes). São uma espécie de “mapa” da rede, que pode ser físico ou lógico.

Topologia em Malha (Mesh)

Esta topologia possui uma ou múltiplas conexões ao mesmo ponto, podendo ser classificada em Malha Totalmente Conectada ou Malha Parcialmente Conectada, dependendo do nível de conectividade existente entre os pontos da rede.

A tabela mostra o número de conexões necessárias para esse tipo de topologia, para algumas quantidades de equipamentos ligados.

Número de equipamentos: 2 → 1 conexão; 3 → 3 conexões; 4 → 6 conexões.

Considere que os aparelhos devem estar conectados cada um aos outros.

Se uma rede que possui 5 equipamentos for ampliada acrescentando‑se outros 2 computadores, o número adicional de ligações necessárias para manter a topologia em malha será:",11,1719e83df333968e6bad7de3442e1464bf1946b67651d601d978710718221f22f4e2fe66d2fc43cb8a1572ed68c67614148cb0a886fa2b91e21c4ced972bc311,Matemática,train
"TEXTO DE REFERÊNCIA: Marcos e Rafaela estão disputando uma partida em um jogo de tabuleiro no qual, para movimentar os personagens, devem somar os resultados obtidos nas faces superiores de dois dados iguais. Na sua vez, após lançar os dados, Rafaela observou a soma obtida e os números envolvidos ao longo da partida, e fez a seguinte afirmação: “Se a soma de dois números inteiros é ímpar, então algum dos números é par”. Marcos, por sua vez, também fez uma afirmação que é logicamente equivalente e contrapositiva à feita por Rafaela.

ENUNCIADO: Qual das frases abaixo pode ser uma possível frase de Marcos (equivalente e contrapositive à afirmação de Rafaela)?","Se nenhum dos números é par, então a soma de dois números inteiros é par.",f362d42cf5752ef8294bce82b87d53304af705a3140534a317307e233f7668588e5e38c185d0c6a45133b93f4e51322db47c90427276bd0383f640060216f897,Matemática,train
"TEXTO DE REFERÊNCIA: [...] a Revolução de Outubro teve repercussões muito mais profundas e globais que sua ancestral. Pois se as ideias da Revolução Francesa, como é hoje evidente, duraram mais que o bolchevismo, as consequências práticas de 1917 foram muito maiores e mais duradouras que as de 1789. A Revolução de Outubro produziu de longe o mais formidável movimento revolucionário organizado na história moderna. Sua expansão global não tem paralelo desde as conquistas do islã em seu primeiro século. Apenas trinta ou quarenta anos após a chegada de Lenin à Estação Finlândia em Petrogrado, um terço da humanidade se achava vivendo sob regimes diretamente derivados dos “Dez dias que abalaram o mundo” (Reed, 1919) e do modelo organizacional de Lenin, o Partido Comunista.

HOBSBAWM, Eric J. Era dos Extremos : o breve século XX: 1914-1991. São Paulo: Companhia das Letras, 1995. p. 62.

Ao comparar a Revolução Russa de 1917 com a Revolução Francesa de 1789, o texto ressalta o(a) ______.",extensão territorial e duração dos regimes comunistas,277ad8b3f4f92200b83045ec0aa106e700b81e07ddc351bc25afa31418f9c33125dcd741db91996d83735aba2b39c62d93ddd0ce26c2c7433b0e6cb0e280fbcf,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: A formação de Portugal, no Ocidente da Península Ibérica, é fruto de um longo processo de migração que marcou a vida cotidiana das populações. A conquista muçulmana da Península, no século VIII, e uma espécie de revanche, com a reconquista do território ocupado por árabes e berberes, por parte dos cristãos, entre os séculos VIII e XII, permitiram a formação do reino português, com uma vivência cotidiana marcada pela fereza das guerras.

DUARTE, T. A Formação de Portugal. POLITEIA: História e Sociologia, Vitória da Conquista, v. 3, n. 1, p. 85-111, 2003.

Qual característica do processo de formação do Estado nacional português é evidenciada no texto?",associação entre aspectos de caráter religioso e belicoso,bce2888eac622c7c2f46ac59a1c1cee6b135014709a6eba8c95788b494875afabf9ce1f133670bd412a93e7346b48c5eb09130cd6b80d8a358f32329302383ee,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: A técnica de redução na gastronomia envolve a concentração de sabores por meio da redução do líquido presente em molhos, caldos ou bases. Com a diminuição da água, intensifica‑se o gosto do alimento, resultando em preparações mais ricas e encorpadas. É comum, no processo de redução, o cozinheiro começar o preparo com a panela tampada e, ao atingir a temperatura desejada, destampá‑la. Essa técnica não apenas aprimora a experiência sensorial, mas também destaca a maestria do profissional da gastronomia.

Qual transformação está envolvida nessa técnica?",Vaporização,726d408c2622614a26b69d868806ce9c817a38e7286db5d4e75361413654f17634aef510e95886b24c96a08a459c995e9cb56e32077bf6a6ec29db0004fd40c7,Ciências da Natureza,train
"TEXTO DE REFERÊNCIA: Para estudar o alcance do sinal das emissoras de rádio, inseriu‑se o mapa de um estado em um sistema cartesiano cuja unidade é o quilômetro. Sabe‑se que, uma vez instalada uma antena de transmissão de rádio de alcance R km, a região que receberá o sinal dessa antena é representada por um círculo com centro na antena e raio R km.

Nesse plano cartesiano, as regiões que recebem o sinal das emissoras A e B são representadas pelas equações

x² + y² – 2x – 2y = 98  (emissora A)

(x – 11)² + (y – 1)² = 100  (emissora B)

Considerando essas informações, qual é a área, em km², da região que recebe simultaneamente o sinal das duas emissoras?",π(200/3) – 50√3,8676c3de31ce2c330057e3cb9e44bd663a6cc413588a99ed3c056411c8ce2b56418b0ddda3bbbc1c73d3a1ddbf56c1ffdbfff5fb027c2f50527b6849f2691d91,Matemática,train
"TEXTO DE REFERÊNCIA: Depois de sua festa de aniversário, Juliana precisa lavar todos os utensílios de sua cozinha, como pratos, talheres, panelas e copos, antes de dormir. Ela tem uma máquina de lavar louça cujo ciclo mais rápido leva 57 minutos para realizar cada lavagem. Para lavar tudo que foi utilizado na festa, ela observou que vai precisar de três ciclos do tipo mais rápido. Ela constatou que leva 5 minutos para encher e 9 minutos para esvaziar a lava‑louças. Assim que colocar o último ciclo para lavar, ela pode ir para cama.

Se Juliana começou a encher a primeira máquina de louças às 19 h 32 min, a que horas ela estará liberada para dormir?",21 h 59 min,1cd05a020cba36bd4e47c835b884b89775d8243e8915f947591e8d8ed3ba6600969a74218ae8cfe84a2866be676038bceb56b9c2352c600b368fc56210c220e8,Matemática,train
"TEXTO DE REFERÊNCIA: A concentração C(t), em mg/m³, é modelada por uma expressão da forma C(t) = a · cos(...) + d, em que a e d são parâmetros positivos. No estado atual, as medições indicam que a concentração varia de 35 a 55 mg/m³ ao longo das 24 horas do dia. O gerente quer reduzir a concentração de modo que o valor máximo não ultrapasse 48 mg/m³, fixado o valor de a.

Considerando que a permanece fixo, qual a redução absoluta necessária no valor de d para que o valor máximo da concentração não exceda 48 mg/m³?",7.0,22464685ac674c7e94030a50d234aae28be557b0fbad281fec87779cc760567add66de01a847d660f09a73d94a02f25acdd3606504ca2958e8735671c650a545,Matemática,valid
"TEXTO DE REFERÊNCIA: O desenvolvimento dos veículos aéreos não tripulados (VANTs) surgiu como uma importante opção na agricultura de precisão. Sua aplicação na área agrícola e em missões de reconhecimento vem sendo favorecida e facilitada pelo atual estágio de desenvolvimento tecnológico, principalmente pela redução do custo e do tamanho dos equipamentos.

INAMASU, R. Y.; BERNARDI, A. C. C., 2014. Agricultura de Precisão. Brasília: Empraba, 2014, p. 21-33.

Qual foi a principal contribuição da aplicação de veículos aéreos não tripulados na agricultura?",Otimização da produção mediante o monitoramento realizado por esses equipamentos.,d26ad1026c94f7552f2a1556479b5d4eb7a38ea07d6f3d9f4822fc0a3873b2cfb8f68bfe817502b66e8e0c5652580136e69b37f8f94e8334994ff00a711e28c7,Ciências da Natureza,train
"Para compreender o humor de um cartum, é necessário conhecer qual conceito?",sentido de “viralizar” no contexto virtual,db0ac35655d5565cf36b72c573685a3109df203c6297812c6675c063aa069bdf1bbfdd7774933ebd879e8e7848b15c965738e3fd11b710c87b5e634dbbdb0855,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: TEXTO I

O vaso sanitário com abertura frontal pode ser fundamental para que enfermeiros e cuidadores auxiliem seus pacientes com dificuldade de mobilidade na higiene pessoal. É muito comum notar a presença desses aparelhos em hospitais, clínicas e ambulatórios. Por falta de conhecimento […], muitos vasos como esses foram e ainda são instalados em sanitários destinados às pessoas com deficiência […]. Existem diversos relatos de pessoas que, por não terem controle do movimento e sensibilidade, acabam se machucando na hora de fazer a transferência da cadeira de rodas para vasos com abertura frontal. [...] Na atualização de 2015 da NBR 9050, a proibição do uso desses itens em sanitários PcD ficou explícita. Em seu Item 7.7. intitulado Bacia Sanitária, o texto diz “As bacias e assentos sanitários acessíveis não podem ter abertura frontal.”

VASO sanitário com abertura frontal: para que serve? Guia de rodas. Disponível em: https://guiaderodas.com. Acesso em: 27 set. 2021. (adaptado)

TEXTO II

Lei N° 10.098, de 19 de dezembro de 2000

I – acessibilidade: possibilidade e condição de alcance para utilização, com segurança e autonomia, de espaços, mobiliários, equipamentos urbanos, edificações, transportes, informação e comunicação, inclusive seus sistemas e tecnologias, bem como de outros serviços e instalações abertos ao público, de uso público ou privados de uso coletivo, tanto na zona urbana como na rural, por pessoa com deficiência ou com mobilidade reduzida; (Redação dada pela Lei nº 13.146, de 2015)

Lei n. 10.098, de 19 de dezembro de 2000. Disponível em: http://www.planalto.gov.br. Acesso em: 27 set. 2021.

Por que a instalação do vaso sanitário com abertura frontal não é considerada uma prática acessível a pessoas com deficiência física?",Impossibilita a segurança na utilização.,ab7f901607e7c142f1e65a606d4e36caf01ea8d90c30a8c49032d7313b38f00988b6d5853fb4a3c4f6a263bdb83b1617a7d6c4509cae4017e3230eba2420ab93,Linguagens e Códigos,train
"TEXTO DE REFERÊNCIA: A primeira notícia de migrações fugitivas provém de Gândavo, que aludiu ao percurso de um grupo de índios que partiu do Brasil sertão adentro rumo ao Peru, acrescentando que o intento deles não era outro ""senão buscar sempre terras novas, a fim de lhes parecer que acharão nelas imortalidades e descanso perpétuo"". A migração se iniciara em torno de 1539, sendo concluída dez anos depois com apenas trezentos sobreviventes. Importante observar, ainda, o sentido leste‑oeste da viagem, deflagrada aliás no momento em que o colonialismo português começava a se implantar no litoral.

Considerando o contexto histórico do início do século XVI, a ação migrante apresentada no texto evidencia a:",resistência ao avanço colonial,64875ceeab5365b2dab5de4a8767dab9e78df8bbd5163a1c1d602ae4ad82c7ae18d367eac9ce4aa79050b99aae0888aab6be1c2d522d8560d6fbfd21f6ca5bcc,Ciências Humanas,train
"TEXTO DE REFERÊNCIA: Brasil rumo a Rússia

Tite não surpreendeu ao apresentar a lista dos 23 convocados da Seleção Brasileira para a Copa do Mundo nesta segunda-feira (14/5). A maioria dos jogadores esteve presente em suas chamadas. Treinador disse que fechou a relação a apenas meia hora antes de divulgar os nomes em coletiva de imprensa na sede da CBF. [...]
Detalhe curioso: dos 23 convocados, seis são remanescentes da Copa do Mundo de 2014 – apenas Thiago Silva tem duas Copas jogadas – e 17 deles estreiam em Mundial com Tite, também novato em Copas. A média de idade da Seleção é de 28,5 anos, apontada pelos analistas como ideal diante da exigência física e psicológica de um torneio curto e de alto nível.

Tite ainda tem mais 12 nomes como suplentes dos 23 convocados [...]. Desses 12, o treinador da Seleção revelou que Dedé, zagueiro do Cruzeiro, é um deles.

Disponível em: http://chuteirafc.cartacapital.com.br. Acesso em: 12 jun. 2019.

Supondo que o treinador Tite leve o jogador Dedé, 30 anos, porque Miranda, 34 anos, se machucou, qual seria, aproximadamente, a nova média de idade do grupo?","28,3 anos",391c81019411d09d200694cf182abc1e6575bb157b1846b970037f1a0b94ca1300bb5c9e6d1d015801af90f629c29c79747c2ffb526ba705ccb89166fad75548,Matemática,valid
"TEXTO DE REFERÊNCIA: O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte Lei:
Art. 1 O cupuaçu, fruto do cupuaçuzeiro (Theobroma grandiflorum), é designado fruta nacional.
Art. 2 Esta Lei entra em vigor na data de sua publicação.

BRASIL. Lei nº 11.675, de 19 de maio de 2008. Disponível em: <http://www.planalto.gov.br>. Acesso em: 3 nov. 2021.

Considerando a biopirataria no contexto brasileiro, qual é a necessidade de se aprovar leis como a mencionada para que produtos como o cupuaçu estejam protegidos?",estarem protegidos de apropriações ilegais,cf2c5ac9cef93b82836b70fc90065b7794c868d8ba2387c0d06c0054cbda63464cbe4cbde494fb654da259773bf172bf2cc96b3442a48d749885f1b328b90933,Ciências Humanas,test
Qual fato contribui para a relativa precisão do número total de espécies encontradas no mundo?,A descoberta de um novo reino ou filo é mais rara que a descoberta de uma nova espécie.,49ebb48b95e62c9e9db5f2053fd1cde7bcfd19002a242a47ac1bc7760706305fc41afdc0f76070e43bb7fc14e9199f1b930606e52d2bf5de27cc101c72775f08,Ciências da Natureza,train
